Date,Start_Hour,End_Hour,Source,Day_of_Year,Day_Name,Month_Name,Season,Production
2/3/2024,15,16,Wind,34,Saturday,February,Winter,7256
2/22/2020,5,6,Wind,53,Saturday,February,Winter,8212
8/24/2025,17,18,Solar,236,Sunday,August,Summer,7445
1/31/2025,7,8,Wind,31,Friday,January,Winter,4032
1/29/2022,6,7,Wind,29,Saturday,January,Winter,6295
5/16/2024,4,5,Wind,137,Thursday,May,Spring,1985
9/9/2025,5,6,Wind,252,Tuesday,September,Fall,1712
5/7/2025,22,23,Wind,127,Wednesday,May,Spring,5970
11/4/2021,5,6,Wind,308,Thursday,November,Fall,3125
8/26/2024,14,15,Solar,239,Monday,August,Summer,10162
5/24/2022,5,6,Wind,144,Tuesday,May,Spring,6008
8/21/2022,17,18,Solar,233,Sunday,August,Summer,4032
11/3/2021,8,9,Wind,307,Wednesday,November,Fall,3933
4/8/2020,16,17,Solar,99,Wednesday,April,Spring,3264
8/30/2024,8,9,Wind,243,Friday,August,Summer,4148
6/30/2022,0,1,Wind,181,Thursday,June,Summer,1528
8/27/2022,12,13,Solar,239,Saturday,August,Summer,7198
11/5/2021,12,13,Solar,309,Friday,November,Fall,4648
5/3/2022,2,3,Wind,123,Tuesday,May,Spring,4519
6/14/2020,20,21,Wind,166,Sunday,June,Summer,1888
10/9/2024,0,1,Wind,283,Wednesday,October,Fall,12523
11/24/2024,20,21,Wind,329,Sunday,November,Fall,19513
12/17/2024,20,21,Wind,352,Tuesday,December,Winter,9136
4/2/2024,4,5,Wind,93,Tuesday,April,Spring,13180
9/2/2021,5,6,Wind,245,Thursday,September,Fall,5765
12/29/2020,8,9,Wind,364,Tuesday,December,Winter,4269
3/16/2023,20,21,Wind,75,Thursday,March,Spring,10081
2/4/2024,19,20,Wind,35,Sunday,February,Winter,8459
4/20/2023,18,19,Wind,110,Thursday,April,Spring,6268
3/23/2022,9,10,Solar,82,Wednesday,March,Spring,5419
3/5/2024,19,20,Wind,65,Tuesday,March,Spring,3141
1/17/2020,2,3,Wind,17,Friday,January,Winter,9390
9/7/2023,1,2,Wind,250,Thursday,September,Fall,2893
12/23/2024,22,23,Wind,358,Monday,December,Winter,4916
6/23/2024,14,15,Solar,175,Sunday,June,Summer,4090
9/27/2021,11,12,Wind,270,Monday,September,Fall,10123
7/18/2025,2,3,Wind,199,Friday,July,Summer,1564
12/10/2022,4,5,Wind,344,Saturday,December,Winter,1533
4/19/2023,18,19,Wind,109,Wednesday,April,Spring,7115
5/30/2025,15,16,Solar,150,Friday,May,Spring,4444
11/15/2024,10,11,Solar,320,Friday,November,Fall,5039
8/22/2022,3,4,Wind,234,Monday,August,Summer,1609
6/14/2022,16,17,Solar,165,Tuesday,June,Summer,5556
1/29/2023,20,21,Wind,29,Sunday,January,Winter,4213
12/1/2022,23,0,Wind,335,Thursday,December,Winter,2895
12/5/2024,18,19,Wind,340,Thursday,December,Winter,16688
10/16/2022,20,21,Wind,289,Sunday,October,Fall,7022
8/21/2020,3,4,Wind,234,Friday,August,Summer,6690
12/22/2021,6,7,Wind,356,Wednesday,December,Winter,2824
7/21/2025,6,7,Wind,202,Monday,July,Summer,11030
1/2/2024,5,6,Wind,2,Tuesday,January,Winter,17248
4/11/2025,7,8,Wind,101,Friday,April,Spring,3644
8/2/2025,15,16,Solar,214,Saturday,August,Summer,12289
4/2/2021,19,20,Wind,92,Friday,April,Spring,11290
3/13/2023,8,9,Wind,72,Monday,March,Spring,15437
11/2/2024,2,3,Wind,307,Saturday,November,Fall,1771
5/16/2023,11,12,Wind,136,Tuesday,May,Spring,13805
9/22/2024,18,19,Wind,266,Sunday,September,Fall,4071
10/28/2021,10,11,Wind,301,Thursday,October,Fall,7333
8/31/2021,1,2,Wind,243,Tuesday,August,Summer,4199
2/6/2023,1,2,Wind,37,Monday,February,Winter,8096
10/3/2025,9,10,Wind,276,Friday,October,Fall,6874
7/8/2023,20,21,Wind,189,Saturday,July,Summer,1493
11/7/2024,15,16,Wind,312,Thursday,November,Fall,3966
8/1/2023,20,21,Wind,213,Tuesday,August,Summer,7412
12/4/2024,4,5,Wind,339,Wednesday,December,Winter,1527
3/18/2024,8,9,Wind,78,Monday,March,Spring,2921
12/30/2020,19,20,Wind,365,Wednesday,December,Winter,5298
5/20/2023,13,14,Wind,140,Saturday,May,Spring,11018
2/23/2022,6,7,Wind,54,Wednesday,February,Winter,915
6/24/2024,6,7,Wind,176,Monday,June,Summer,3013
12/9/2020,22,23,Wind,344,Wednesday,December,Winter,4120
12/2/2020,6,7,Wind,337,Wednesday,December,Winter,3538
4/18/2025,20,21,Wind,108,Friday,April,Spring,7067
4/17/2022,22,23,Wind,107,Sunday,April,Spring,5787
10/6/2020,21,22,Wind,280,Tuesday,October,Fall,11000
7/28/2024,18,19,Solar,210,Sunday,July,Summer,7133
9/14/2021,6,7,Wind,257,Tuesday,September,Fall,2764
9/3/2025,6,7,Wind,246,Wednesday,September,Fall,13678
5/5/2025,17,18,Wind,125,Monday,May,Spring,12722
9/1/2020,14,15,Solar,245,Tuesday,September,Fall,4740
6/6/2022,5,6,Wind,157,Monday,June,Summer,1806
10/4/2020,2,3,Wind,278,Sunday,October,Fall,8818
6/26/2021,7,8,Solar,177,Saturday,June,Summer,633
6/2/2023,2,3,Wind,153,Friday,June,Summer,7043
2/15/2025,4,5,Wind,46,Saturday,February,Winter,5875
1/29/2022,10,11,Wind,29,Saturday,January,Winter,9123
2/13/2025,20,21,Wind,44,Thursday,February,Winter,4432
9/19/2022,11,12,Solar,262,Monday,September,Fall,6983
6/29/2024,3,4,Wind,181,Saturday,June,Summer,4100
7/11/2025,12,13,Solar,192,Friday,July,Summer,12811
3/7/2021,14,15,Solar,66,Sunday,March,Spring,2799
3/7/2022,4,5,Wind,66,Monday,March,Spring,6613
6/17/2020,20,21,Wind,169,Wednesday,June,Summer,1500
3/14/2022,2,3,Wind,73,Monday,March,Spring,6130
5/2/2024,2,3,Wind,123,Thursday,May,Spring,5050
3/8/2025,22,23,Wind,67,Saturday,March,Spring,12431
5/5/2022,6,7,Wind,125,Thursday,May,Spring,1715
6/23/2024,0,1,Wind,175,Sunday,June,Summer,2581
2/14/2020,8,9,Wind,45,Friday,February,Winter,3683
8/2/2025,1,2,Wind,214,Saturday,August,Summer,4270
5/5/2024,1,2,Wind,126,Sunday,May,Spring,3256
4/30/2023,9,10,Wind,120,Sunday,April,Spring,4169
2/9/2025,17,18,Wind,40,Sunday,February,Winter,1709
8/11/2025,18,19,Solar,223,Monday,August,Summer,6420
3/10/2025,8,9,Wind,69,Monday,March,Spring,3471
4/3/2020,19,20,Wind,94,Friday,April,Spring,1256
2/1/2022,14,15,Wind,32,Tuesday,February,Winter,14323
4/9/2024,21,22,Wind,100,Tuesday,April,Spring,9329
5/2/2022,19,20,Wind,122,Monday,May,Spring,3754
10/8/2022,0,1,Wind,281,Saturday,October,Fall,3051
11/11/2022,6,7,Wind,315,Friday,November,Fall,3328
10/5/2022,11,12,Wind,278,Wednesday,October,Fall,11975
5/26/2025,14,15,Solar,146,Monday,May,Spring,6702
2/16/2023,4,5,Wind,47,Thursday,February,Winter,3973
12/14/2022,15,16,Wind,348,Wednesday,December,Winter,2542
2/14/2020,12,13,Wind,45,Friday,February,Winter,5860
3/13/2020,7,8,Wind,73,Friday,March,Spring,6097
12/7/2021,8,9,Wind,341,Tuesday,December,Winter,5489
9/23/2021,19,20,Wind,266,Thursday,September,Fall,1224
9/5/2024,6,7,Wind,249,Thursday,September,Fall,5710
11/16/2022,22,23,Wind,320,Wednesday,November,Fall,15448
3/12/2022,6,7,Wind,71,Saturday,March,Spring,6239
2/19/2024,17,18,Wind,50,Monday,February,Winter,7758
3/8/2022,10,11,Wind,67,Tuesday,March,Spring,7990
9/7/2020,9,10,Solar,251,Monday,September,Fall,3027
9/6/2020,15,16,Solar,250,Sunday,September,Fall,4473
1/21/2022,8,9,Wind,21,Friday,January,Winter,4551
9/16/2021,10,11,Solar,259,Thursday,September,Fall,1635
4/6/2024,18,19,Wind,97,Saturday,April,Spring,8976
11/12/2024,1,2,Wind,317,Tuesday,November,Fall,8188
10/19/2025,2,3,Wind,292,Sunday,October,Fall,6818
5/13/2023,22,23,Wind,133,Saturday,May,Spring,5777
12/8/2022,21,22,Wind,342,Thursday,December,Winter,2632
3/22/2022,11,12,Solar,81,Tuesday,March,Spring,8531
12/25/2023,15,16,Wind,359,Monday,December,Winter,12985
2/6/2025,20,21,Wind,37,Thursday,February,Winter,12160
2/7/2022,2,3,Wind,38,Monday,February,Winter,13497
1/18/2023,16,17,Wind,18,Wednesday,January,Winter,5234
1/26/2025,1,2,Wind,26,Sunday,January,Winter,10365
5/4/2024,23,0,Wind,125,Saturday,May,Spring,3298
6/4/2024,23,0,Wind,156,Tuesday,June,Summer,4473
1/18/2021,8,9,Wind,18,Monday,January,Winter,2915
11/22/2021,15,16,Wind,326,Monday,November,Fall,11582
2/28/2024,6,7,Wind,59,Wednesday,February,Winter,2370
11/12/2020,9,10,Wind,317,Thursday,November,Fall,5105
8/24/2022,12,13,Solar,236,Wednesday,August,Summer,6402
11/8/2021,14,15,Solar,312,Monday,November,Fall,4153
1/14/2022,5,6,Wind,14,Friday,January,Winter,1127
6/3/2025,13,14,Wind,154,Tuesday,June,Summer,6959
1/1/2020,15,16,Wind,1,Wednesday,January,Winter,1323
5/19/2023,5,6,Wind,139,Friday,May,Spring,5256
7/3/2022,20,21,Wind,184,Sunday,July,Summer,2890
6/16/2020,23,0,Wind,168,Tuesday,June,Summer,1468
2/19/2024,12,13,Wind,50,Monday,February,Winter,10225
1/9/2020,21,22,Wind,9,Thursday,January,Winter,10944
6/12/2022,18,19,Wind,163,Sunday,June,Summer,5222
4/11/2020,20,21,Wind,102,Saturday,April,Spring,725
9/6/2022,4,5,Wind,249,Tuesday,September,Fall,3166
6/8/2020,1,2,Wind,160,Monday,June,Summer,1496
12/13/2022,3,4,Wind,347,Tuesday,December,Winter,6816
10/7/2024,15,16,Wind,281,Monday,October,Fall,7138
8/13/2024,0,1,Wind,226,Tuesday,August,Summer,1600
5/26/2024,8,9,Wind,147,Sunday,May,Spring,5565
8/19/2024,15,16,Solar,232,Monday,August,Summer,9088
11/4/2023,18,19,Wind,308,Saturday,November,Fall,15770
4/14/2021,10,11,Solar,104,Wednesday,April,Spring,5528
11/2/2023,7,8,Wind,306,Thursday,November,Fall,15300
7/31/2023,22,23,Wind,212,Monday,July,Summer,10752
8/1/2022,18,19,Solar,213,Monday,August,Summer,3859
2/13/2025,1,2,Wind,44,Thursday,February,Winter,1112
11/6/2021,7,8,Wind,310,Saturday,November,Fall,2797
10/11/2025,9,10,Wind,284,Saturday,October,Fall,5515
11/28/2020,4,5,Wind,333,Saturday,November,Fall,3659
9/17/2025,19,20,Wind,260,Wednesday,September,Fall,3567
2/1/2024,22,23,Wind,32,Thursday,February,Winter,1902
8/9/2025,5,6,Wind,221,Saturday,August,Summer,1061
10/22/2021,22,23,Wind,295,Friday,October,Fall,2376
12/16/2022,2,3,Wind,350,Friday,December,Winter,6144
2/22/2022,12,13,Wind,53,Tuesday,February,Winter,14675
9/15/2023,21,22,Wind,258,Friday,September,Fall,4226
8/6/2021,21,22,Wind,218,Friday,August,Summer,2893
9/6/2024,3,4,Wind,250,Friday,September,Fall,1393
7/28/2025,12,13,Solar,209,Monday,July,Summer,11478
7/26/2024,16,17,Solar,208,Friday,July,Summer,6307
9/15/2021,8,9,Wind,258,Wednesday,September,Fall,2190
3/26/2025,15,16,Solar,85,Wednesday,March,Spring,7167
7/22/2025,21,22,Wind,203,Tuesday,July,Summer,1826
6/9/2020,12,13,Solar,161,Tuesday,June,Summer,4970
12/31/2022,11,12,Wind,365,Saturday,December,Winter,17264
2/15/2025,15,16,Solar,46,Saturday,February,Winter,7084
8/9/2020,18,19,Wind,222,Sunday,August,Summer,3103
10/18/2023,23,0,Wind,291,Wednesday,October,Fall,11879
3/9/2023,21,22,Wind,68,Thursday,March,Spring,15820
9/17/2023,16,17,Wind,260,Sunday,September,Fall,5366
11/18/2023,18,19,Wind,322,Saturday,November,Fall,12524
11/22/2020,13,14,Solar,327,Sunday,November,Fall,3338
12/31/2024,16,17,Wind,366,Tuesday,December,Winter,8495
11/9/2025,14,15,Solar,313,Sunday,November,Fall,7371
6/29/2021,16,17,Solar,180,Tuesday,June,Summer,5193
10/20/2025,18,19,Wind,293,Monday,October,Fall,16757
5/3/2024,19,20,Wind,124,Friday,May,Spring,2964
9/16/2025,20,21,Wind,259,Tuesday,September,Fall,3536
4/12/2025,18,19,Wind,102,Saturday,April,Spring,11549
5/24/2021,18,19,Wind,144,Monday,May,Spring,12791
3/10/2025,10,11,Solar,69,Monday,March,Spring,6063
6/20/2021,9,10,Wind,171,Sunday,June,Summer,3324
8/16/2020,7,8,Wind,229,Sunday,August,Summer,1272
8/25/2023,4,5,Wind,237,Friday,August,Summer,2460
1/22/2025,17,18,Wind,22,Wednesday,January,Winter,5102
1/6/2025,9,10,Wind,6,Monday,January,Winter,18975
5/15/2023,12,13,Solar,135,Monday,May,Spring,9340
7/12/2020,10,11,Solar,194,Sunday,July,Summer,4498
6/13/2024,21,22,Wind,165,Thursday,June,Summer,5123
7/3/2025,14,15,Solar,184,Thursday,July,Summer,9855
8/26/2024,16,17,Solar,239,Monday,August,Summer,8375
9/29/2025,15,16,Solar,272,Monday,September,Fall,8318
4/19/2020,9,10,Wind,110,Sunday,April,Spring,2105
3/4/2023,4,5,Wind,63,Saturday,March,Spring,4490
7/13/2021,15,16,Wind,194,Tuesday,July,Summer,7535
10/9/2025,11,12,Solar,282,Thursday,October,Fall,5069
9/6/2021,10,11,Solar,249,Monday,September,Fall,3616
10/3/2025,18,19,Wind,276,Friday,October,Fall,10465
4/24/2024,16,17,Wind,115,Wednesday,April,Spring,10914
7/3/2023,9,10,Wind,184,Monday,July,Summer,6964
4/9/2020,1,2,Wind,100,Thursday,April,Spring,894
8/8/2020,1,2,Wind,221,Saturday,August,Summer,1875
9/26/2021,15,16,Solar,269,Sunday,September,Fall,5531
12/25/2023,11,12,Wind,359,Monday,December,Winter,15160
4/2/2022,22,23,Wind,92,Saturday,April,Spring,4539
12/14/2023,5,6,Wind,348,Thursday,December,Winter,7047
1/23/2020,16,17,Wind,23,Thursday,January,Winter,3347
10/15/2023,15,16,Solar,288,Sunday,October,Fall,6957
5/31/2020,6,7,Wind,152,Sunday,May,Spring,4859
3/29/2025,21,22,Wind,88,Saturday,March,Spring,5649
10/8/2020,22,23,Wind,282,Thursday,October,Fall,4432
2/17/2021,2,3,Wind,48,Wednesday,February,Winter,8531
5/11/2020,5,6,Wind,132,Monday,May,Spring,10139
9/5/2022,7,8,Wind,248,Monday,September,Fall,2789
7/7/2021,3,4,Wind,188,Wednesday,July,Summer,4006
10/12/2024,6,7,Wind,286,Saturday,October,Fall,6023
6/20/2022,4,5,Wind,171,Monday,June,Summer,3009
10/26/2024,7,8,Wind,300,Saturday,October,Fall,2152
5/18/2020,3,4,Wind,139,Monday,May,Spring,2064
8/2/2022,0,1,Wind,214,Tuesday,August,Summer,1397
1/14/2022,2,3,Wind,14,Friday,January,Winter,1410
7/25/2024,16,17,Solar,207,Thursday,July,Summer,8796
5/26/2023,11,12,Solar,146,Friday,May,Spring,10688
8/22/2024,10,11,Solar,235,Thursday,August,Summer,10231
3/22/2024,5,6,Wind,82,Friday,March,Spring,2130
10/26/2021,16,17,Wind,299,Tuesday,October,Fall,5120
7/19/2025,13,14,Wind,200,Saturday,July,Summer,14450
7/28/2024,6,7,Wind,210,Sunday,July,Summer,2348
2/1/2024,15,16,Wind,32,Thursday,February,Winter,3444
12/26/2022,13,14,Wind,360,Monday,December,Winter,10092
7/30/2024,17,18,Solar,212,Tuesday,July,Summer,4665
8/18/2022,2,3,Wind,230,Thursday,August,Summer,1182
4/16/2025,17,18,Solar,106,Wednesday,April,Spring,6246
11/15/2020,21,22,Wind,320,Sunday,November,Fall,12149
2/26/2025,9,10,Wind,57,Wednesday,February,Winter,9755
2/20/2022,7,8,Wind,51,Sunday,February,Winter,12571
2/20/2025,9,10,Wind,51,Thursday,February,Winter,9967
2/27/2022,3,4,Wind,58,Sunday,February,Winter,9685
12/31/2021,18,19,Wind,365,Friday,December,Winter,3904
7/28/2022,12,13,Solar,209,Thursday,July,Summer,5588
4/28/2021,2,3,Wind,118,Wednesday,April,Spring,1371
12/23/2021,5,6,Wind,357,Thursday,December,Winter,6602
3/14/2024,23,0,Wind,74,Thursday,March,Spring,10690
7/14/2023,9,10,Solar,195,Friday,July,Summer,6490
10/18/2025,4,5,Wind,291,Saturday,October,Fall,5140
4/7/2021,3,4,Wind,97,Wednesday,April,Spring,4251
1/14/2024,13,14,Solar,14,Sunday,January,Winter,3639
4/18/2022,3,4,Wind,108,Monday,April,Spring,4344
6/1/2024,9,10,Wind,153,Saturday,June,Summer,8993
4/24/2020,15,16,Solar,115,Friday,April,Spring,3799
3/13/2022,18,19,Wind,72,Sunday,March,Spring,5913
2/23/2025,12,13,Wind,54,Sunday,February,Winter,11643
11/6/2021,12,13,Solar,310,Saturday,November,Fall,5852
4/4/2025,15,16,Wind,94,Friday,April,Spring,6218
2/10/2022,13,14,Solar,41,Thursday,February,Winter,6325
8/15/2021,2,3,Wind,227,Sunday,August,Summer,1057
6/22/2023,14,15,Wind,173,Thursday,June,Summer,9306
2/23/2020,10,11,Wind,54,Sunday,February,Winter,13480
3/10/2022,22,23,Wind,69,Thursday,March,Spring,7481
8/14/2021,0,1,Wind,226,Saturday,August,Summer,1478
6/5/2020,3,4,Wind,157,Friday,June,Summer,3542
5/22/2020,21,22,Wind,143,Friday,May,Spring,2177
8/26/2025,20,21,Wind,238,Tuesday,August,Summer,3405
7/5/2022,7,8,Wind,186,Tuesday,July,Summer,2105
3/30/2024,13,14,Solar,90,Saturday,March,Spring,7615
1/4/2022,11,12,Wind,4,Tuesday,January,Winter,5975
8/19/2025,10,11,Solar,231,Tuesday,August,Summer,4540
8/12/2023,3,4,Wind,224,Saturday,August,Summer,1596
3/23/2024,10,11,Wind,83,Saturday,March,Spring,17377
7/7/2025,23,0,Wind,188,Monday,July,Summer,4873
1/20/2023,10,11,Wind,20,Friday,January,Winter,4641
3/2/2024,16,17,Wind,62,Saturday,March,Spring,6629
1/5/2022,14,15,Wind,5,Wednesday,January,Winter,7511
9/12/2025,13,14,Wind,255,Friday,September,Fall,15434
2/8/2025,18,19,Wind,39,Saturday,February,Winter,3104
4/11/2020,7,8,Wind,102,Saturday,April,Spring,1900
1/23/2020,18,19,Wind,23,Thursday,January,Winter,3556
9/30/2025,8,9,Wind,273,Tuesday,September,Fall,2872
5/1/2020,22,23,Wind,122,Friday,May,Spring,6712
8/10/2021,13,14,Solar,222,Tuesday,August,Summer,5911
9/16/2021,18,19,Solar,259,Thursday,September,Fall,1495
10/27/2023,12,13,Wind,300,Friday,October,Fall,12650
11/11/2025,3,4,Wind,315,Tuesday,November,Fall,7897
3/24/2020,7,8,Wind,84,Tuesday,March,Spring,5774
10/20/2023,17,18,Wind,293,Friday,October,Fall,6907
10/29/2025,15,16,Wind,302,Wednesday,October,Fall,8506
11/21/2023,16,17,Wind,325,Tuesday,November,Fall,6703
3/26/2024,20,21,Wind,86,Tuesday,March,Spring,8261
6/30/2022,20,21,Wind,181,Thursday,June,Summer,2522
12/25/2020,4,5,Wind,360,Friday,December,Winter,6542
6/26/2021,15,16,Solar,177,Saturday,June,Summer,4697
8/4/2020,0,1,Wind,217,Tuesday,August,Summer,3666
8/22/2022,2,3,Wind,234,Monday,August,Summer,1927
4/17/2022,16,17,Solar,107,Sunday,April,Spring,7694
1/7/2021,5,6,Wind,7,Thursday,January,Winter,487
5/12/2025,9,10,Solar,132,Monday,May,Spring,5922
6/26/2024,18,19,Solar,178,Wednesday,June,Summer,4295
7/1/2025,2,3,Wind,182,Tuesday,July,Summer,778
6/9/2023,5,6,Wind,160,Friday,June,Summer,4644
8/24/2023,17,18,Wind,236,Thursday,August,Summer,9861
7/28/2025,9,10,Solar,209,Monday,July,Summer,6834
8/15/2021,3,4,Wind,227,Sunday,August,Summer,883
9/23/2024,16,17,Wind,267,Monday,September,Fall,9135
3/25/2024,13,14,Wind,85,Monday,March,Spring,10853
10/7/2025,4,5,Wind,280,Tuesday,October,Fall,1733
11/15/2020,1,2,Wind,320,Sunday,November,Fall,10998
9/14/2023,14,15,Solar,257,Thursday,September,Fall,6131
7/1/2024,4,5,Wind,183,Monday,July,Summer,1845
3/13/2022,12,13,Wind,72,Sunday,March,Spring,10835
3/4/2021,22,23,Wind,63,Thursday,March,Spring,3145
8/24/2022,5,6,Wind,236,Wednesday,August,Summer,956
6/6/2025,18,19,Wind,157,Friday,June,Summer,10880
12/30/2021,9,10,Wind,364,Thursday,December,Winter,8720
4/1/2021,2,3,Wind,91,Thursday,April,Spring,1907
8/6/2023,22,23,Wind,218,Sunday,August,Summer,5369
6/13/2025,19,20,Wind,164,Friday,June,Summer,5374
10/10/2022,19,20,Wind,283,Monday,October,Fall,2196
9/20/2025,18,19,Wind,263,Saturday,September,Fall,11616
9/8/2023,17,18,Solar,251,Friday,September,Fall,4384
12/30/2021,22,23,Wind,364,Thursday,December,Winter,5452
3/30/2024,7,8,Wind,90,Saturday,March,Spring,3497
5/8/2023,17,18,Solar,128,Monday,May,Spring,5446
4/25/2021,11,12,Wind,115,Sunday,April,Spring,10262
7/15/2022,4,5,Wind,196,Friday,July,Summer,4379
11/26/2021,1,2,Wind,330,Friday,November,Fall,2597
10/15/2025,23,0,Wind,288,Wednesday,October,Fall,5351
1/18/2025,10,11,Solar,18,Saturday,January,Winter,3129
3/16/2025,16,17,Wind,75,Sunday,March,Spring,9489
10/18/2022,14,15,Solar,291,Tuesday,October,Fall,5808
2/10/2020,4,5,Wind,41,Monday,February,Winter,10052
4/25/2020,5,6,Wind,116,Saturday,April,Spring,1788
5/18/2023,5,6,Wind,138,Thursday,May,Spring,5769
4/16/2022,23,0,Wind,106,Saturday,April,Spring,8150
3/29/2020,10,11,Wind,89,Sunday,March,Spring,13965
3/28/2025,20,21,Wind,87,Friday,March,Spring,8242
12/18/2024,9,10,Wind,353,Wednesday,December,Winter,15999
3/9/2020,8,9,Wind,69,Monday,March,Spring,6477
5/22/2023,0,1,Wind,142,Monday,May,Spring,3806
11/2/2024,13,14,Solar,307,Saturday,November,Fall,7954
3/7/2022,0,1,Wind,66,Monday,March,Spring,7417
1/25/2023,8,9,Wind,25,Wednesday,January,Winter,2111
1/15/2021,9,10,Wind,15,Friday,January,Winter,6240
5/19/2022,5,6,Wind,139,Thursday,May,Spring,3542
10/24/2020,6,7,Wind,298,Saturday,October,Fall,7495
10/28/2021,8,9,Wind,301,Thursday,October,Fall,5807
1/8/2025,21,22,Wind,8,Wednesday,January,Winter,12892
4/4/2024,0,1,Wind,95,Thursday,April,Spring,12543
12/18/2020,8,9,Wind,353,Friday,December,Winter,6733
9/25/2022,15,16,Solar,268,Sunday,September,Fall,6102
10/19/2020,3,4,Wind,293,Monday,October,Fall,1464
2/6/2024,11,12,Wind,37,Tuesday,February,Winter,14493
4/18/2023,6,7,Wind,108,Tuesday,April,Spring,6520
5/2/2023,18,19,Wind,122,Tuesday,May,Spring,7162
6/26/2025,9,10,Wind,177,Thursday,June,Summer,9995
9/18/2024,16,17,Wind,262,Wednesday,September,Fall,16325
11/22/2024,1,2,Wind,327,Friday,November,Fall,6061
3/20/2023,1,2,Wind,79,Monday,March,Spring,1521
1/13/2022,1,2,Wind,13,Thursday,January,Winter,3054
6/15/2021,5,6,Wind,166,Tuesday,June,Summer,1611
1/9/2021,9,10,Wind,9,Saturday,January,Winter,4051
2/15/2022,0,1,Wind,46,Tuesday,February,Winter,6687
3/18/2020,12,13,Solar,78,Wednesday,March,Spring,4055
8/31/2025,1,2,Wind,243,Sunday,August,Summer,8549
11/23/2023,8,9,Wind,327,Thursday,November,Fall,3718
9/12/2023,12,13,Solar,255,Tuesday,September,Fall,4437
9/10/2020,21,22,Wind,254,Thursday,September,Fall,2030
7/11/2023,15,16,Solar,192,Tuesday,July,Summer,9554
9/15/2021,13,14,Solar,258,Wednesday,September,Fall,3942
5/21/2023,9,10,Wind,141,Sunday,May,Spring,5307
4/15/2021,10,11,Solar,105,Thursday,April,Spring,6346
11/26/2024,19,20,Wind,331,Tuesday,November,Fall,4935
10/14/2025,5,6,Wind,287,Tuesday,October,Fall,5919
3/22/2021,18,19,Wind,81,Monday,March,Spring,2993
2/9/2025,10,11,Solar,40,Sunday,February,Winter,4315
7/14/2024,8,9,Solar,196,Sunday,July,Summer,2477
2/5/2021,16,17,Wind,36,Friday,February,Winter,1998
8/26/2020,6,7,Wind,239,Wednesday,August,Summer,8678
4/27/2023,4,5,Wind,117,Thursday,April,Spring,1206
3/6/2023,0,1,Wind,65,Monday,March,Spring,1228
5/12/2025,1,2,Wind,132,Monday,May,Spring,2951
2/6/2023,15,16,Wind,37,Monday,February,Winter,8670
8/4/2020,14,15,Solar,217,Tuesday,August,Summer,5625
3/1/2023,21,22,Wind,60,Wednesday,March,Spring,7713
10/1/2022,22,23,Wind,274,Saturday,October,Fall,7629
11/17/2023,13,14,Wind,321,Friday,November,Fall,7387
10/2/2023,5,6,Wind,275,Monday,October,Fall,2482
2/26/2025,1,2,Wind,57,Wednesday,February,Winter,10324
12/12/2021,0,1,Wind,346,Sunday,December,Winter,5469
9/8/2022,20,21,Wind,251,Thursday,September,Fall,5147
5/26/2020,17,18,Wind,147,Tuesday,May,Spring,6931
3/10/2021,23,0,Wind,69,Wednesday,March,Spring,13439
5/24/2024,4,5,Wind,145,Friday,May,Spring,712
